Name,smiles,standard_value,standard_type,Source,classes,pIC50
CHEMBL481669,N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c(Cl)c1,95.0,IC50,ChEMBL,1,7.022276394711152
CHEMBL520434,N#Cc1c(F)cc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1F,38.0,IC50,ChEMBL,1,7.42021640338319
CHEMBL479567,N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1F,110.0,IC50,ChEMBL,1,6.958607314841775
CHEMBL479381,N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c(F)c1,153.0,IC50,ChEMBL,1,6.815308569182402
CHEMBL515378,CC(C)(C)C(NC(=O)C[C@@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1,251.0,IC50,ChEMBL,1,6.600326278518962
CHEMBL461117,CC[C@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,0.6,IC50,ChEMBL,1,9.221848749616356
CHEMBL456413,N#C[C@H]1C[C@@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,22.0,IC50,ChEMBL,1,7.657577319177793
CHEMBL456419,CC1(NCC(=O)N2C[C@H](F)C[C@@H]2C#N)CCN(S(C)(=O)=O)CC1,6.2,IC50,ChEMBL,1,8.207608310501746
CHEMBL456420,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,0.13,IC50,ChEMBL,1,9.886056647693163
CHEMBL445437,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,0.15,IC50,ChEMBL,1,9.823908740944319
CHEMBL459357,CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,4.3,IC50,ChEMBL,1,8.366531544420413
CHEMBL460842,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCC[C@H]1B(O)O,8.0,IC50,ChEMBL,1,8.096910013008056
CHEMBL445949,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,0.48,IC50,ChEMBL,1,9.318758762624412
CHEMBL459591,CC(C)=CCN1C(C2CC[C@H]3NCC[C@@H]23)=NC2C1C(=O)N(CC(=O)c1ccccc1)C(=O)N2C,18.0,IC50,ChEMBL,1,7.7447274948966935
CHEMBL459806,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)C(F)(F)F,10.0,IC50,ChEMBL,1,8.0
CHEMBL459807,COc1ccccc1N1CCc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,2.28,IC50,ChEMBL,1,8.642065152999546
CHEMBL460013,CC(N)/C(F)=C1\CCC[C@@H]1C#N.Cl,7690.0,IC50,ChEMBL,2,5.114073660198569
CHEMBL473166,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,85.0,IC50,ChEMBL,1,7.070581074285707
CHEMBL514617,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C#N,54.0,IC50,ChEMBL,1,7.267606240177032
CHEMBL473172,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)NCC(=O)N1CCC[C@H]1C#N,64.0,IC50,ChEMBL,1,7.1938200260161125
CHEMBL515552,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1F)NCC(=O)N1CCC[C@H]1C#N,84.0,IC50,ChEMBL,1,7.075720713938118
CHEMBL472976,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cc(F)cc(F)c1)NCC(=O)N1CCC[C@H]1C#N,75.0,IC50,ChEMBL,1,7.1249387366083
CHEMBL472977,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)c(F)c1)NCC(=O)N1CCC[C@H]1C#N,62.0,IC50,ChEMBL,1,7.2076083105017466
CHEMBL473176,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,85.0,IC50,ChEMBL,1,7.070581074285707
CHEMBL473973,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,60.0,IC50,ChEMBL,1,7.221848749616356
CHEMBL474559,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,73.0,IC50,ChEMBL,1,7.136677139879544
CHEMBL474560,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(Cl)cc1)NCC(=O)N1CCC[C@H]1C#N,86.0,IC50,ChEMBL,1,7.0655015487564325
CHEMBL463481,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,42.0,IC50,ChEMBL,1,7.376750709602099
CHEMBL474959,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(Cl)c(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,68.0,IC50,ChEMBL,1,7.167491087293763
CHEMBL474960,COc1ccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1OC,101.0,IC50,ChEMBL,1,6.995678626217358
CHEMBL472797,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccnc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,24.0,IC50,ChEMBL,1,7.619788758288394
CHEMBL474767,Cc1ncsc1[C@H]1C[C@@H]1NC(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,16.0,IC50,ChEMBL,1,7.795880017344075
CHEMBL474768,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,56.0,IC50,ChEMBL,1,7.251811972993799
CHEMBL447393,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,27.0,IC50,ChEMBL,1,7.568636235841013
CHEMBL464092,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,19.0,IC50,ChEMBL,1,7.721246399047171
CHEMBL517776,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,15.0,IC50,ChEMBL,1,7.823908740944319
CHEMBL464093,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,21.0,IC50,ChEMBL,1,7.6777807052660805
CHEMBL463277,COc1ccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,22.0,IC50,ChEMBL,1,7.657577319177793
CHEMBL518831,COc1cccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c1,26.0,IC50,ChEMBL,1,7.585026652029182
CHEMBL462839,CCOc1cccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c1,17.0,IC50,ChEMBL,1,7.769551078621726
CHEMBL463230,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,20.0,IC50,ChEMBL,1,7.698970004336019
CHEMBL463231,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1CC(F)(F)C[C@H]1C#N,26.0,IC50,ChEMBL,1,7.585026652029182
CHEMBL562525,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1cccc(Cl)c1,27.0,IC50,ChEMBL,1,7.568636235841013
CHEMBL550862,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1F)Cc1ccccc1F,49.0,IC50,ChEMBL,1,7.309803919971486
CHEMBL552263,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1cccc(F)c1)Cc1ccccc1F,92.0,IC50,ChEMBL,1,7.036212172654444
CHEMBL553936,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccc(F)cc1)Cc1ccccc1F,92.0,IC50,ChEMBL,1,7.036212172654444
CHEMBL560123,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccn1)Cc1ccccc1F,47.0,IC50,ChEMBL,1,7.327902142064283
CHEMBL563911,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1cccnc1)Cc1ccccc1F,87.0,IC50,ChEMBL,1,7.060480747381382
CHEMBL562981,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccncc1)Cc1ccccc1F,66.0,IC50,ChEMBL,1,7.180456064458132
CHEMBL557851,CS(=O)(=O)c1ccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1,77.0,IC50,ChEMBL,1,7.113509274827518
CHEMBL563108,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1ccccc1F,27.0,IC50,ChEMBL,1,7.568636235841013
CHEMBL564043,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cccc(Cl)c1,14.0,IC50,ChEMBL,1,7.853871964321762
CHEMBL564249,CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1,0.38,IC50,ChEMBL,1,9.42021640338319
CHEMBL561120,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1)Cc1cccc(Cl)c1,12.0,IC50,ChEMBL,1,7.920818753952375
CHEMBL563648,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1)Cc1cc(F)c(F)cc1F,9.0,IC50,ChEMBL,1,8.045757490560675
CHEMBL539187,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1)Cc1ccccc1F,34.0,IC50,ChEMBL,1,7.468521082957745
CHEMBL561322,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1)Cc1cccc(Cl)c1,8.0,IC50,ChEMBL,1,8.096910013008056
CHEMBL549842,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1F)Cc1ccccc1F,53.0,IC50,ChEMBL,1,7.275724130399211
CHEMBL562603,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1cccc(F)c1)Cc1ccccc1F,94.0,IC50,ChEMBL,1,7.026872146400302
CHEMBL565056,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccc(F)cc1)Cc1ccccc1F,27.0,IC50,ChEMBL,1,7.568636235841013
CHEMBL549432,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccc(Cl)cc1)Cc1ccccc1F,20.0,IC50,ChEMBL,1,7.698970004336019
CHEMBL560183,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1cc(Cl)ccc1Cl)Cc1ccccc1F,24.0,IC50,ChEMBL,1,7.619788758288394
CHEMBL560184,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C1CC1)Cc1cccc(Cl)c1,30.0,IC50,ChEMBL,1,7.522878745280337
CHEMBL563272,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C1CC1)Cc1cc(F)c(F)cc1F,8.0,IC50,ChEMBL,1,8.096910013008056
CHEMBL385517,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,3.0,IC50,ChEMBL,1,8.522878745280337
CHEMBL539691,Cl.N#C[C@@H]1CS[C@H]2C[C@@H](N)C(=O)N12,105.0,IC50,ChEMBL,1,6.978810700930062
CHEMBL564670,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(c3ccccc3)C(=O)N12,26.0,IC50,ChEMBL,1,7.585026652029182
CHEMBL560583,CC[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,56.0,IC50,ChEMBL,1,7.251811972993799
CHEMBL564854,CC(C)[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,33.0,IC50,ChEMBL,1,7.481486060122112
CHEMBL561263,CC(C)C[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,63.0,IC50,ChEMBL,1,7.200659450546418
CHEMBL563772,CC[C@H](C)[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,53.0,IC50,ChEMBL,1,7.275724130399211
CHEMBL561462,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(Cc3ccccc3)C(=O)N12,109.0,IC50,ChEMBL,1,6.962573502059376
CHEMBL558956,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(C3CCCC3)C(=O)N12,89.0,IC50,ChEMBL,1,7.050609993355087
CHEMBL560985,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(C3CCCCC3)C(=O)N12,59.0,IC50,ChEMBL,1,7.229147988357855
CHEMBL558313,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(CCc3ccccc3)C(=O)N12,205.0,IC50,ChEMBL,1,6.688246138944246
CHEMBL556219,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(CC3CCCCC3)C(=O)N12,118.0,IC50,ChEMBL,1,6.928117992693875
CHEMBL552403,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(c3ccc(F)cc3)C(=O)N12,152.0,IC50,ChEMBL,1,6.818156412055227
CHEMBL558509,N#C[C@@H]1CS[C@H]2C[C@H](N)C(=O)N12,1600.0,IC50,ChEMBL,2,5.795880017344075
CHEMBL556220,N#C[C@@H]1CS[C@H]2C[C@@H](NC3CCCC3)C(=O)N12,16000.0,IC50,ChEMBL,0,4.795880017344075
CHEMBL552404,N#C[C@@H]1CS[C@H]2C[C@@H](NCCc3ccccc3)C(=O)N12,16000.0,IC50,ChEMBL,0,4.795880017344075
CHEMBL551323,N#C[C@@H]1CS[C@H]2CC[C@@H](N)C(=O)N12,1600.0,IC50,ChEMBL,2,5.795880017344075
CHEMBL87265,N#C[C@@H]1CS[C@H]2CC[C@H](N)C(=O)N12,1600.0,IC50,ChEMBL,2,5.795880017344075
CHEMBL562388,N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,15.0,IC50,ChEMBL,1,7.823908740944319
CHEMBL541438,N[C@H]1Cn2c(nc3cnc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,11.0,IC50,ChEMBL,1,7.958607314841775
CHEMBL557514,Cc1cc2c(cn1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,23.0,IC50,ChEMBL,1,7.638272163982407
CHEMBL557447,N[C@H]1Cn2c(nc3cnc(Cl)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,15.0,IC50,ChEMBL,1,7.823908740944319
CHEMBL559477,N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,12.0,IC50,ChEMBL,1,7.920818753952375
CHEMBL552068,Cl.N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,8.3,IC50,ChEMBL,1,8.080921907623926
CHEMBL562188,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.7,IC50,ChEMBL,1,8.173925197299173
CHEMBL549502,N[C@H]1Cn2c(nc3ccncc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,51.0,IC50,ChEMBL,1,7.292429823902063
CHEMBL560926,N[C@H]1Cn2c(nc3cccnc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,329.0,IC50,ChEMBL,1,6.482804102050026
CHEMBL556494,CC(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,8.6,IC50,ChEMBL,1,8.065501548756432
CHEMBL561793,CS(=O)(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,7.1,IC50,ChEMBL,1,8.148741651280925
CHEMBL560729,CN(C)C(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,52.0,IC50,ChEMBL,1,7.2839966563652006
CHEMBL563383,N[C@H]1Cn2c(nc3cc(C(=O)O)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,13.0,IC50,ChEMBL,1,7.886056647693163
CHEMBL549645,CS(=O)(=O)c1ccc2nc3n(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)C3.O=C(O)C(F)(F)F,56.0,IC50,ChEMBL,1,7.251811972993799
CHEMBL560192,CCS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,8.0,IC50,ChEMBL,1,8.096910013008056
CHEMBL559940,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,4.2,IC50,ChEMBL,1,8.3767507096021
CHEMBL550801,N[C@H]1Cn2c(nc3ccc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,47.0,IC50,ChEMBL,1,7.327902142064283
CHEMBL552479,N[C@H]1Cn2c(nc3cc(C(F)(F)F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,14.0,IC50,ChEMBL,1,7.853871964321762
CHEMBL562953,Cc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,18.0,IC50,ChEMBL,1,7.7447274948966935
CHEMBL563155,N[C@H]1Cn2c(nc3ccc(OC(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,53.0,IC50,ChEMBL,1,7.275724130399211
CHEMBL550598,COc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,28.0,IC50,ChEMBL,1,7.552841968657781
CHEMBL562530,N[C@H]1Cn2c(nc3c(F)c(F)c(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,22.0,IC50,ChEMBL,1,7.657577319177793
CHEMBL558253,N[C@H]1Cn2c(nc3c(F)cc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,47.0,IC50,ChEMBL,1,7.327902142064283
CHEMBL560669,N[C@H]1Cn2c(nc3ccc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,17.0,IC50,ChEMBL,1,7.769551078621726
CHEMBL552071,N[C@H]1Cn2c(nc3cc(F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,77.0,IC50,ChEMBL,1,7.113509274827518
CHEMBL537962,N[C@H]1Cn2c(nc3c(F)cccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,30.0,IC50,ChEMBL,1,7.522878745280337
CHEMBL549913,N[C@H]1Cn2c(nc3ccccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,68.0,IC50,ChEMBL,1,7.167491087293763
CHEMBL558647,N[C@@H](CC(=O)N1CCC[C@H]1CN(C1CC1)S(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,2.7,IC50,ChEMBL,1,8.568636235841012
CHEMBL558452,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)S(=O)(=O)C(F)(F)F,1.5,IC50,ChEMBL,1,8.823908740944319
CHEMBL559602,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)CC(F)(F)F)Cc1cc(F)c(F)cc1F,5.6,IC50,ChEMBL,1,8.2518119729938
CHEMBL564283,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,12.0,IC50,ChEMBL,1,7.920818753952375
CHEMBL559543,CS(=O)(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,27.0,IC50,ChEMBL,1,7.568636235841013
CHEMBL559601,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C(C)(F)F,7.8,IC50,ChEMBL,1,8.10790539730952
CHEMBL550321,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C(C)(C)C,6.8,IC50,ChEMBL,1,8.167491087293763
CHEMBL564105,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C1CC1,1.1,IC50,ChEMBL,1,8.958607314841775
CHEMBL550114,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)CC(F)(F)F)Cc1cc(F)c(F)cc1F,3.5,IC50,ChEMBL,1,8.455931955649724
CHEMBL557860,CC(F)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,5.9,IC50,ChEMBL,1,8.229147988357855
CHEMBL558323,CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,6.3,IC50,ChEMBL,1,8.200659450546418
CHEMBL558322,CC(C)(C)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,3.7,IC50,ChEMBL,1,8.431798275933005
CHEMBL557723,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CCCC1)Cc1cc(F)c(F)cc1F,4.8,IC50,ChEMBL,1,8.318758762624412
CHEMBL563901,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CCC1)Cc1cc(F)c(F)cc1F,2.2,IC50,ChEMBL,1,8.657577319177793
CHEMBL554908,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1(F)F)Cc1cc(F)c(F)cc1F,1.3,IC50,ChEMBL,1,8.886056647693163
CHEMBL552069,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1(C(F)(F)F)CC1)Cc1cc(F)c(F)cc1F,2.7,IC50,ChEMBL,1,8.568636235841012
CHEMBL549992,N[C@@H](CC(=O)N1CCC[C@H]1COCC1CC1)Cc1cc(F)c(F)cc1F,10.0,IC50,ChEMBL,1,8.0
CHEMBL557315,N[C@@H](CC(=O)N1CCC[C@H]1COc1ccnc(C(F)(F)F)n1)Cc1cc(F)c(F)cc1F,6.1,IC50,ChEMBL,1,8.214670164989233
CHEMBL565101,N#Cc1ccnc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1,2.3,IC50,ChEMBL,1,8.638272163982407
CHEMBL563849,N#Cc1ccc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,2.0,IC50,ChEMBL,1,8.698970004336019
CHEMBL549296,N[C@@H](CC(=O)N1CCC[C@H]1CNc1nccc(C(F)(F)F)n1)Cc1cc(F)c(F)cc1F,3.9,IC50,ChEMBL,1,8.4089353929735
CHEMBL549581,N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncc(F)cn1)Cc1cc(F)c(F)cc1F,7.1,IC50,ChEMBL,1,8.148741651280925
CHEMBL564488,N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncccn1)Cc1cc(F)c(F)cc1F,5.4,IC50,ChEMBL,1,8.267606240177031
CHEMBL562467,N[C@@H](CC(=O)N1CCC[C@H]1CNc1ccc(C(F)(F)F)nc1)Cc1cc(F)c(F)cc1F,15.0,IC50,ChEMBL,1,7.823908740944319
CHEMBL556708,N[C@@H](CC(=O)N1CCC[C@H]1CNc1ccc(F)cn1)Cc1cc(F)c(F)cc1F,6.3,IC50,ChEMBL,1,8.200659450546418
CHEMBL562072,N#Cc1cccnc1NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,3.2,IC50,ChEMBL,1,8.494850021680094
CHEMBL552127,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)c1ccc(C#N)cn1,4.0,IC50,ChEMBL,1,8.397940008672037
CHEMBL563244,N#Cc1ccc(NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,3.5,IC50,ChEMBL,1,8.455931955649724
CHEMBL1202082,CCCCN1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,53.5,IC50,ChEMBL,1,7.2716462179787715
CHEMBL1202090,CC(C)(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,68.1,IC50,ChEMBL,1,7.166852888087215
CHEMBL1202091,CC(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,47.8,IC50,ChEMBL,1,7.320572103387881
CHEMBL1202092,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(C2CCCCC2)C1=O.O=C(O)C(=O)O,68.6,IC50,ChEMBL,1,7.163675884293248
CHEMBL1202083,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccccc2)C1=O.O=C(O)C(=O)O,34.8,IC50,ChEMBL,1,7.458420756053419
CHEMBL1202086,Cc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1.O=C(O)C(=O)O,29.3,IC50,ChEMBL,1,7.533132379645891
CHEMBL1202093,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1.O=C(O)C(=O)O,82.4,IC50,ChEMBL,1,7.084072788302884
CHEMBL1202081,COc1cccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)c1.O=C(O)C(=O)O,65.1,IC50,ChEMBL,1,7.186419011431808
CHEMBL1202089,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(Cl)cc2)C1=O.O=C(O)C(=O)O,25.8,IC50,ChEMBL,1,7.58838029403677
CHEMBL1202087,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(F)cc2)C1=O.O=C(O)C(=O)O,44.5,IC50,ChEMBL,1,7.351639989019068
